id,transaction_date,amount,created_at
11345,2022-05-27,-970.09,2021-05-03
11346,2022-10-03,3457.73,2022-10-20
11347,2022-01-24,-195.30,2022-03-31
11348,2022-05-30,1704.34,2022-02-26
11349,2021-11-14,2507.69,2021-07-16
11350,2021-12-30,1103.26,2022-09-13
11351,2022-12-11,4501.50,2022-09-26
11352,2021-05-08,3225.06,2022-05-24
11353,2022-01-06,3884.90,2022-06-28
11354,2022-04-04,2439.19,2022-01-01
11355,2022-06-20,-44.66,2023-01-26
11356,2021-12-27,3073.99,2023-02-10
11357,2022-12-30,1873.68,2023-08-24
11358,2022-11-29,2902.59,2021-09-13
11359,2021-03-23,1861.73,2021-06-10
11360,2021-08-08,3164.04,2023-12-04
11361,2023-09-24,-266.74,2021-11-21
11362,2021-11-03,3699.51,2023-07-03
11363,2021-01-23,1247.26,2022-08-06
11364,2022-10-23,-488.22,2023-11-05
11365,2022-02-18,2570.31,2023-02-14
11366,2021-03-05,-680.53,2021-07-19
11367,2021-12-31,1398.51,2021-07-08
11368,2022-02-26,-931.89,2021-07-09
11369,2022-10-30,757.53,2022-12-26
11370,2022-05-16,2938.77,2021-03-14
11371,2023-07-23,-263.18,2021-02-14
11372,2023-05-18,2222.54,2021-07-18
11373,2023-07-12,-140.08,2023-10-11
11374,2023-05-11,1876.60,2023-05-17
11375,2022-09-24,4809.12,2022-12-05
11376,2022-03-15,-68.49,2022-11-12
11377,2023-09-03,318.06,2021-06-18
11378,2022-07-28,1298.58,2023-07-22
11379,2021-03-10,4238.46,2021-09-17
11380,2022-02-23,-247.86,2021-04-03
11381,2023-07-05,2215.35,2023-10-29
11382,2022-07-13,4519.09,2022-10-15
11383,2023-10-08,4721.35,2022-04-21
11384,2021-04-07,3231.72,2022-08-31
11385,2021-10-27,4837.00,2021-09-07
11386,2022-04-08,2440.53,2022-04-17
11387,2022-12-19,-197.53,2023-04-03
11388,2023-07-16,2552.14,2021-10-26
11389,2023-08-12,-697.10,2023-07-04
11390,2022-11-30,-691.52,2023-05-08
11391,2023-12-09,4411.78,2021-12-10
11392,2023-03-20,-167.24,2023-07-25
11393,2022-09-19,928.89,2023-03-19
11394,2022-04-01,1431.35,2022-11-14
11395,2023-05-08,3129.08,2023-01-29
11396,2021-06-24,627.13,2023-12-02
11397,2022-05-14,932.60,2022-12-14
11398,2023-07-18,3356.53,2021-10-27
11399,2021-11-22,3810.40,2024-01-01
11400,2022-03-14,2131.28,2022-06-19
11401,2023-03-29,1061.45,2023-01-04
11402,2022-01-13,3156.97,2023-08-13
11403,2022-11-27,1051.14,2023-04-03
11404,2021-04-07,1936.15,2022-11-02
11405,2023-09-02,194.10,2023-04-03
11406,2022-07-05,4252.02,2022-11-13
11407,2023-08-08,1133.24,2022-01-13
11408,2023-11-28,4857.76,2021-01-09
11409,2021-11-28,2977.40,2021-01-28
11410,2021-10-30,1836.19,2021-09-07
11411,2021-07-19,-182.50,2022-09-22
11412,2023-05-06,2883.04,2023-03-27
11413,2022-09-02,93.83,2023-11-03
11414,2021-10-21,3582.83,2022-08-25
11415,2022-12-27,3067.83,2022-09-09
11416,2022-05-03,1303.40,2023-05-06
11417,2023-02-20,4800.31,2021-09-21
11418,2021-09-12,2505.49,2021-12-23
11419,2022-04-10,-73.47,2022-10-16
11420,2021-12-21,-233.08,2023-07-20
11421,2023-01-20,106.09,2022-04-04
11422,2021-07-23,-551.80,2021-05-22
11423,2022-12-25,4435.30,2021-08-28
11424,2021-12-20,3087.23,2023-12-13
11425,2021-11-18,-189.92,2023-06-18
11426,2022-06-12,-971.96,2023-11-15
11427,2021-03-20,4968.70,2022-12-04
11428,2023-04-02,-224.01,2023-01-10
11429,2022-04-23,-13.33,2022-04-04
11430,2022-05-01,-276.97,2022-05-20
11431,2023-01-02,4125.89,2021-10-23
11432,2021-10-06,299.79,2021-06-16
11433,2021-09-25,3479.06,2021-03-19
11434,2021-07-21,2908.97,2021-12-18
11435,2023-06-05,3643.13,2023-08-17
11436,2021-06-30,3030.27,2022-01-09
11437,2022-03-11,465.65,2022-10-18
11438,2021-01-16,2333.52,2022-07-30
11439,2022-08-27,-618.96,2022-03-21
11440,2023-02-03,1058.70,2022-05-29
11441,2022-09-27,3675.77,2021-02-06
11442,2021-05-20,741.36,2023-08-28
11443,2022-09-07,4776.92,2021-01-08
11444,2021-11-05,978.32,2022-08-28
11445,2022-03-02,2.28,2021-08-25
11446,2022-09-18,2133.14,2022-03-10
11447,2023-04-11,160.50,2023-06-24
11448,2021-06-15,2935.53,2021-12-07
11449,2021-10-21,1550.19,2022-08-20
11450,2022-05-28,3072.81,2022-12-22
11451,2022-12-01,3344.85,2023-02-09
11452,2021-06-30,-783.09,2022-04-21
11453,2022-08-03,572.51,2022-05-13
11454,2022-10-01,3812.11,2021-10-09
11455,2021-04-02,-63.28,2023-07-14
11456,2022-04-24,879.90,2023-07-05
11457,2021-09-07,615.65,2022-12-12
11458,2023-06-11,4542.45,2021-08-16
11459,2023-09-09,4317.05,2023-03-13
11460,2022-10-24,3334.71,2021-10-30
11461,2021-01-15,129.29,2021-05-04
11462,2023-01-30,-569.50,2022-04-02
11463,2022-03-19,4695.68,2022-11-19
11464,2023-05-08,2554.69,2021-04-11
11465,2022-12-02,3964.82,2021-05-10
11466,2021-10-27,-485.37,2022-07-11
11467,2021-04-18,6.73,2022-03-14
11468,2021-05-09,2118.28,2023-08-21
11469,2022-05-17,3205.82,2021-11-09
11470,2021-02-05,1912.60,2023-05-20
11471,2021-04-21,-731.06,2023-10-22
11472,2022-07-06,3267.04,2021-08-24
11473,2022-01-27,1313.40,2022-02-22
11474,2022-08-13,4176.16,2021-08-06
11475,2022-03-06,-863.14,2021-03-01
11476,2023-06-25,2238.28,2023-10-26
11477,2021-03-18,464.96,2022-01-01
11478,2023-02-24,-490.62,2023-09-05
11479,2021-04-17,4892.00,2023-03-29
11480,2022-09-14,4210.20,2023-06-28
11481,2022-10-05,1702.51,2022-07-06
11482,2023-10-22,2508.55,2023-06-27
11483,2022-01-26,-730.02,2022-08-05
11484,2022-08-31,-506.37,2022-11-22
11485,2021-08-06,3716.04,2021-03-02
11486,2021-12-26,-730.48,2022-05-09
11487,2021-12-11,2665.01,2022-09-12
11488,2023-09-06,486.65,2022-03-11
11489,2023-06-23,-603.74,2022-09-24
11490,2023-12-23,4209.99,2023-12-16
11491,2023-10-28,-594.05,2023-11-01
11492,2023-09-10,916.31,2023-06-03
11493,2022-04-03,3917.13,2021-06-20
11494,2023-09-07,1657.87,2023-12-24
11495,2023-05-13,1044.25,2021-09-19
11496,2023-08-18,2239.44,2023-06-16
11497,2023-09-22,354.32,2021-05-14
11498,2023-01-22,4993.44,2022-11-05
11499,2023-02-20,3705.78,2021-01-30
11500,2022-03-14,2333.29,2021-03-04
11501,2021-03-19,2247.30,2022-06-26
11502,2023-08-05,3355.49,2022-08-14
11503,2021-11-19,2655.86,2022-10-03
11504,2021-05-01,404.64,2022-07-28
11505,2023-04-18,-635.22,2022-09-14
11506,2021-07-25,2278.75,2021-11-11
11507,2022-08-15,3996.77,2023-07-24
11508,2022-11-07,2807.99,2022-06-13
11509,2023-04-04,4252.62,2021-02-09
11510,2023-04-25,4720.36,2022-11-28
11511,2022-02-03,3829.57,2021-01-07
11512,2023-03-31,2575.20,2023-02-11
11513,2022-04-10,1193.61,2023-06-23
11514,2021-12-27,4461.53,2021-04-20
11515,2023-06-07,4353.58,2022-06-11
11516,2022-03-21,3932.45,2022-02-25
11517,2021-10-28,1293.83,2022-05-29
11518,2023-06-14,3857.31,2023-01-14
11519,2023-12-01,4828.55,2021-11-06
11520,2022-08-16,-4.94,2023-09-14
11521,2022-12-30,3911.54,2023-01-28
11522,2022-03-17,4179.10,2023-04-17
11523,2021-11-13,219.29,2022-07-04
11524,2021-03-13,-543.43,2022-12-31
11525,2023-10-04,1000.78,2023-11-23
11526,2022-10-07,2107.51,2022-01-21
11527,2022-01-11,-113.90,2021-09-08
11528,2021-12-16,767.70,2022-01-23
11529,2021-01-06,2932.34,2023-06-29
11530,2022-12-19,-40.01,2022-08-16
11531,2021-08-19,272.61,2021-07-19
11532,2021-03-14,3831.52,2023-11-16
11533,2022-10-01,4731.70,2022-07-31
11534,2021-01-10,4677.57,2022-02-18
11535,2023-02-17,2533.19,2022-07-05
11536,2022-07-01,3624.87,2022-04-30
11537,2021-11-08,2824.39,2021-04-23
11538,2023-05-14,3460.84,2023-12-30
11539,2021-01-06,4584.32,2023-06-17
11540,2021-05-19,2347.37,2022-07-18
11541,2022-08-02,442.96,2022-08-07
11542,2022-12-25,4322.18,2022-03-30
11543,2023-10-06,4843.56,2023-02-14
11544,2022-11-16,4792.78,2021-09-02
11545,2022-06-18,341.12,2022-03-20
11546,2021-10-05,1682.63,2021-05-03
11547,2023-11-11,-12.66,2021-02-16
11548,2021-05-12,3757.09,2021-10-31
11549,2021-09-09,287.24,2022-05-27
11550,2023-10-08,2273.19,2022-06-01
11551,2023-12-23,2177.55,2021-12-17
11552,2023-06-08,2956.33,2023-04-19
11553,2023-05-16,2630.35,2021-02-26
11554,2023-11-16,-952.30,2023-11-14
11555,2023-04-03,2847.88,2022-07-23
11556,2021-04-20,-540.50,2022-10-04
11557,2021-02-26,226.52,2021-08-13
11558,2021-11-21,3518.98,2023-11-18
11559,2021-10-20,-932.72,2021-05-12
11560,2022-09-03,2157.05,2023-11-25
11561,2023-01-06,4245.40,2022-06-23
11562,2021-05-21,123.25,2022-10-09
11563,2023-08-30,4981.94,2023-10-19
11564,2022-05-26,3199.49,2021-01-07
11565,2022-12-28,1384.67,2021-04-29
11566,2023-05-03,3770.78,2023-04-26
11567,2022-09-11,2248.46,2021-08-11
11568,2023-03-20,3020.93,2022-06-16
11569,2023-09-10,-389.69,2021-10-03
11570,2023-11-30,3725.30,2021-09-18
11571,2022-12-19,847.44,2023-01-25
11572,2021-09-25,3536.95,2022-05-31
11573,2021-07-13,3483.60,2023-06-07
11574,2021-05-25,3102.57,2021-05-07
11575,2021-12-17,-220.66,2022-09-28
11576,2021-07-07,1816.03,2022-05-19
11577,2021-07-20,1706.23,2023-01-12
11578,2022-06-06,3041.62,2021-04-18
11579,2021-08-05,3066.99,2022-07-01
11580,2022-04-15,-994.99,2023-10-06
11581,2021-04-16,2884.60,2023-11-28
11582,2023-04-13,-652.36,2023-09-11
11583,2022-06-25,-514.44,2021-10-17
11584,2021-03-31,998.50,2022-01-31
11585,2023-10-24,209.50,2021-11-14
11586,2023-06-10,1344.03,2023-07-09
11587,2023-02-10,570.76,2021-08-29
11588,2022-05-10,4052.03,2022-08-01
11589,2021-01-10,4533.70,2022-05-06
11590,2022-01-30,276.65,2022-01-03
11591,2022-03-29,3431.26,2022-02-28
11592,2022-04-06,493.32,2022-09-21
11593,2022-03-27,2779.59,2023-03-24
11594,2021-03-12,1390.64,2021-10-08
11595,2021-08-10,-672.40,2023-08-21
11596,2023-03-27,1399.58,2023-09-30
11597,2021-10-26,3220.90,2021-09-08
11598,2023-02-28,2459.51,2023-10-29
11599,2023-04-03,4547.94,2021-01-19
11600,2023-05-13,3770.47,2021-02-18
11601,2021-03-11,1972.48,2022-12-02
11602,2021-08-29,-705.11,2022-11-08
11603,2022-08-10,3006.22,2023-06-22
11604,2021-07-24,2508.02,2022-05-03
11605,2023-08-13,3482.05,2023-01-06
11606,2021-11-06,1536.14,2023-09-09
11607,2022-07-12,451.18,2023-01-15
11608,2023-03-12,4896.94,2022-12-19
11609,2023-06-06,-457.32,2022-05-03
11610,2021-09-05,-716.67,2023-08-08
11611,2022-11-19,141.07,2022-02-18
11612,2022-11-15,3204.28,2022-06-07
11613,2021-12-10,395.18,2021-05-10
11614,2021-04-21,2470.37,2022-02-04
11615,2021-04-04,2027.18,2022-01-10
11616,2021-04-10,2527.17,2023-07-24
11617,2022-02-22,4722.45,2023-11-05
11618,2023-06-06,-481.59,2022-05-03
11619,2021-01-20,3081.19,2021-07-29
11620,2021-08-22,2589.16,2021-02-04
11621,2021-03-27,2236.52,2023-10-20
11622,2022-05-04,1717.84,2021-10-04
11623,2021-03-12,3811.59,2022-10-28
11624,2021-12-21,1290.35,2022-07-01
11625,2021-10-13,283.40,2022-05-15
11626,2021-04-01,254.64,2022-03-02
11627,2023-05-13,2018.93,2021-05-15
11628,2022-05-15,2285.26,2022-06-16
11629,2023-09-30,4001.48,2023-10-28
11630,2022-07-05,-385.91,2022-05-14
11631,2022-11-07,4378.69,2021-09-08
11632,2021-12-29,3603.36,2021-02-16
11633,2021-07-11,701.24,2022-03-22
11634,2023-05-10,731.06,2023-05-25
11635,2023-07-11,-355.32,2023-12-17
11636,2023-06-30,439.03,2022-10-22
11637,2023-11-13,-196.21,2023-06-20
11638,2021-12-13,-496.25,2023-07-21
11639,2022-10-27,1278.85,2023-02-26
11640,2023-06-04,1761.48,2023-05-15
11641,2021-04-29,748.60,2022-05-14
11642,2022-02-22,-623.77,2023-05-09
11643,2022-11-02,1738.50,2022-08-20
11644,2023-07-17,4006.75,2021-04-19
11645,2023-08-25,3690.71,2021-07-25
11646,2022-05-01,2171.43,2022-06-09
11647,2023-11-30,4749.16,2022-07-05
11648,2021-10-15,2569.09,2023-09-11
11649,2023-05-25,-739.34,2023-06-16
11650,2022-01-25,4292.34,2022-06-14
11651,2021-12-26,4916.92,2023-12-10
11652,2022-01-11,3599.30,2022-05-11
11653,2022-01-11,-172.52,2022-11-29
11654,2023-12-31,918.22,2021-04-10
11655,2021-09-10,3544.51,2023-06-16
11656,2021-12-08,2940.66,2023-10-06
11657,2021-02-19,2183.28,2022-07-11
11658,2023-06-30,623.59,2021-05-03
11659,2021-04-07,3742.51,2023-07-06
11660,2023-04-26,2756.70,2022-06-23
11661,2023-05-07,745.83,2023-11-22
11662,2021-11-02,-850.43,2022-03-27
11663,2023-11-16,-534.90,2022-03-23
11664,2021-10-06,1602.98,2022-07-07
11665,2021-12-23,4591.65,2021-01-05
11666,2021-03-14,4566.63,2022-01-02
11667,2021-06-21,1128.06,2023-01-13
11668,2021-07-03,2834.08,2021-08-06
11669,2023-12-10,2668.63,2023-10-17
11670,2023-10-12,-53.13,2022-04-21
11671,2023-04-01,4720.57,2022-04-04
11672,2021-01-18,2085.93,2023-06-30
11673,2023-06-04,585.81,2023-11-15
11674,2023-08-09,4044.14,2023-12-09
11675,2021-07-02,-804.52,2022-08-12
11676,2023-06-17,1198.13,2022-10-11
11677,2021-01-21,4937.63,2021-11-22
11678,2021-10-22,1632.06,2022-09-30
11679,2023-02-03,-956.39,2023-07-29
11680,2021-10-27,709.05,2023-03-16
11681,2021-05-17,118.94,2021-07-30
11682,2023-08-16,2832.94,2022-09-08
11683,2023-11-29,1196.75,2021-01-08
11684,2021-11-03,3529.57,2022-05-11
11685,2023-06-23,3385.66,2021-12-28
11686,2021-07-29,3510.58,2021-02-07
11687,2021-05-24,1303.77,2023-05-25
11688,2022-05-19,-608.63,2023-12-13
11689,2021-11-01,3637.51,2023-06-16
11690,2023-04-06,1979.43,2021-08-18
11691,2023-11-13,2289.49,2021-04-12
11692,2022-02-24,3420.75,2022-05-03
11693,2021-09-09,4121.94,2023-12-28
11694,2022-09-24,-84.51,2022-11-07
11695,2023-11-05,3896.21,2021-05-27
11696,2022-06-14,4899.77,2021-09-30
11697,2022-05-22,-254.22,2023-11-12
11698,2023-10-08,-123.36,2021-07-30
11699,2021-11-10,1318.92,2022-08-27
11700,2021-11-05,4436.82,2023-01-03
11701,2022-04-20,-751.67,2023-01-13
11702,2021-11-17,2530.13,2023-05-16
11703,2022-02-08,-627.27,2022-04-10
11704,2021-05-02,2467.98,2022-03-01
11705,2023-04-04,-792.76,2022-10-17
11706,2022-08-15,1821.88,2023-08-22
11707,2021-10-12,4212.11,2022-10-02
11708,2023-12-08,4174.73,2023-12-17
11709,2022-08-07,4570.70,2022-01-02
11710,2022-06-17,4579.02,2023-07-08
11711,2023-05-20,2024.25,2023-01-17
11712,2022-10-05,-856.66,2021-09-10
11713,2023-01-30,4469.70,2023-06-12
11714,2023-09-02,4734.69,2021-10-22
11715,2021-05-20,2329.34,2023-03-25
11716,2023-06-13,2406.80,2022-01-11
11717,2021-01-28,2211.27,2023-05-06
11718,2023-05-21,573.89,2021-06-14
11719,2023-06-08,467.74,2023-05-21
11720,2021-09-05,2240.98,2023-10-08
11721,2023-12-28,-893.28,2022-01-04
11722,2022-05-12,2630.70,2023-08-02
11723,2021-10-01,-559.84,2023-06-07
11724,2023-05-05,2570.69,2021-05-18
11725,2023-11-08,1554.53,2023-05-25
11726,2023-12-06,2029.19,2023-09-12
11727,2021-01-05,192.68,2022-12-17
11728,2021-09-13,3880.24,2023-09-12
11729,2023-03-12,1178.36,2022-10-20
11730,2022-03-08,-388.97,2021-04-25
11731,2022-06-29,1589.56,2023-03-08
11732,2022-11-03,3799.49,2021-11-02
11733,2022-04-30,4032.88,2022-07-30
11734,2022-08-07,3602.40,2022-03-14
11735,2021-01-30,515.61,2022-10-12
11736,2021-07-01,1817.30,2023-09-26
11737,2022-02-17,2799.57,2022-03-03
11738,2021-06-10,-516.49,2021-07-30
11739,2021-04-11,2235.60,2021-01-07
11740,2022-05-17,-461.31,2023-02-13
11741,2022-06-19,-984.25,2023-01-19
11742,2021-05-21,3454.82,2022-04-13
11743,2023-07-16,3847.48,2023-04-13
11744,2023-10-25,3278.05,2023-03-07
11745,2022-08-29,919.71,2021-10-28
11746,2023-12-01,3163.46,2021-01-11
11747,2021-09-11,4497.83,2021-10-29
11748,2023-03-21,1508.19,2021-05-16
11749,2023-03-21,1082.49,2023-06-05
11750,2023-07-06,446.75,2021-12-30
11751,2023-11-19,3556.31,2023-06-25
11752,2022-10-02,4486.84,2023-12-28
11753,2022-12-14,1297.01,2022-01-25
11754,2021-12-12,-228.35,2022-06-24
11755,2023-01-27,4509.97,2021-12-11
11756,2021-07-05,3997.71,2021-01-21
11757,2022-10-19,-362.38,2022-01-30
11758,2022-08-18,1365.45,2021-09-29
11759,2023-12-26,-422.88,2022-05-18
11760,2022-09-17,3807.27,2023-02-04
11761,2021-07-05,2802.87,2022-02-01
11762,2021-06-16,844.64,2022-06-28
11763,2022-12-07,275.44,2021-04-19
11764,2023-02-16,3371.39,2023-10-21
11765,2023-04-12,2160.10,2022-12-08
11766,2021-05-12,1191.65,2021-02-04
11767,2021-07-29,3416.52,2022-03-07
11768,2022-08-10,656.69,2023-06-12
11769,2022-10-30,2089.33,2023-06-27
11770,2021-12-24,-853.07,2022-08-07
11771,2022-07-13,3237.89,2023-07-29
11772,2022-06-15,2235.67,2021-12-06
11773,2022-10-22,1713.53,2023-06-16
11774,2022-03-29,-207.07,2021-09-09
11775,2022-09-08,480.06,2021-10-26
11776,2021-01-06,4937.54,2021-10-04
11777,2023-12-15,2257.67,2021-02-25
11778,2022-09-16,3743.63,2022-02-11
11779,2021-06-08,2033.03,2021-07-14
11780,2022-05-25,3238.16,2022-03-12
11781,2021-04-06,841.91,2021-04-28
11782,2023-02-28,-629.49,2021-07-26
11783,2022-02-05,1951.03,2022-10-10
11784,2021-01-14,-306.22,2021-10-02
11785,2021-08-07,1599.78,2021-11-01
11786,2021-11-30,1108.88,2023-06-15
11787,2022-07-13,4412.61,2021-05-20
11788,2023-01-29,750.52,2021-11-28
11789,2022-02-09,3332.33,2022-11-14
11790,2023-10-14,344.38,2023-10-02
11791,2023-04-17,3350.60,2021-09-22
11792,2021-05-13,3976.12,2023-12-06
11793,2022-05-13,-780.41,2021-10-15
11794,2023-07-11,1992.09,2023-02-13
11795,2023-07-10,1280.71,2022-08-21
11796,2023-05-18,4515.18,2022-07-27
11797,2023-10-01,4028.89,2022-12-14
11798,2023-06-01,1625.15,2022-02-12
11799,2021-06-20,3577.89,2021-02-10
11800,2021-04-25,4826.52,2022-12-20
11801,2021-06-05,4633.62,2021-02-02
11802,2023-06-25,367.25,2021-09-16
11803,2022-11-20,2933.58,2023-07-07
11804,2022-03-25,4033.75,2021-04-16
11805,2021-06-29,4940.39,2023-07-08
11806,2021-04-23,435.13,2023-06-11
11807,2023-05-29,3947.24,2022-11-21
11808,2022-05-04,4352.01,2022-03-21
11809,2023-12-17,2041.03,2022-04-05
11810,2021-04-08,1762.76,2021-05-16
11811,2023-08-11,162.21,2021-03-29
11812,2023-11-06,-499.13,2021-07-06
11813,2023-11-01,-726.46,2023-06-18
11814,2021-03-22,4572.46,2023-03-01
11815,2022-11-09,2245.68,2022-11-05
11816,2022-05-30,2223.75,2021-06-16
11817,2021-10-27,-190.92,2022-12-25
11818,2021-09-04,3680.76,2022-02-23
11819,2023-07-02,3778.49,2021-03-22
11820,2022-01-09,973.19,2022-01-20
11821,2022-10-17,2538.64,2023-06-24
11822,2022-11-26,961.76,2021-07-28
11823,2022-12-14,3447.58,2023-11-28
11824,2021-03-28,-843.17,2022-08-05
11825,2021-07-01,2080.59,2021-09-21
11826,2022-03-04,296.78,2023-09-18
11827,2022-08-05,3507.59,2022-02-28
11828,2022-08-12,3335.23,2023-04-02
11829,2023-06-09,4751.52,2023-03-07
11830,2021-10-12,-474.19,2023-06-14
11831,2022-11-20,4948.35,2021-07-10
11832,2021-08-09,3324.22,2022-04-28
11833,2022-05-03,1375.25,2021-07-24
11834,2022-02-22,2283.22,2021-01-28
11835,2021-09-04,3145.38,2021-11-16
11836,2021-09-03,1173.74,2023-08-13
11837,2021-11-02,478.42,2022-06-13
11838,2023-01-14,362.26,2022-09-11
11839,2021-02-28,4876.32,2021-04-02
11840,2023-04-30,3844.11,2021-05-24
11841,2021-11-08,4852.40,2022-10-18
11842,2023-12-18,-404.75,2021-09-25
11843,2022-11-08,118.23,2022-07-23
11844,2021-10-25,1613.83,2021-09-08
11845,2021-03-26,170.24,2023-06-26
11846,2023-05-18,3409.61,2023-10-10
11847,2022-04-12,-735.28,2022-08-14
11848,2021-06-03,4159.47,2021-12-30
11849,2021-09-18,4039.89,2022-07-15
11850,2021-11-29,4053.29,2021-11-15
11851,2023-07-01,2198.17,2023-03-10
11852,2023-02-28,2463.36,2023-01-09
11853,2021-04-02,4348.39,2023-12-30
11854,2023-03-18,3667.87,2023-02-04
11855,2023-09-25,-622.91,2023-11-25
11856,2021-07-13,-558.45,2021-06-24
11857,2021-03-29,1315.47,2023-01-05
11858,2023-06-11,3503.47,2021-04-28
11859,2023-05-28,1340.95,2023-09-07
11860,2022-05-21,4835.90,2022-05-18
11861,2022-10-04,1698.69,2021-11-16
11862,2022-01-13,2579.49,2021-11-30
11863,2022-10-16,1538.68,2022-06-22
11864,2023-02-11,3474.70,2022-01-18
11865,2021-05-27,-650.01,2023-03-24
11866,2022-04-20,-492.37,2021-05-07
11867,2022-11-29,-412.10,2022-07-31
11868,2022-02-10,2140.73,2023-09-25
11869,2023-03-16,-251.40,2021-09-29
11870,2022-04-11,4813.84,2021-10-27
11871,2023-06-05,445.54,2021-02-27
11872,2023-08-24,-22.12,2023-03-11
11873,2023-04-24,46.70,2022-08-06
11874,2023-11-03,1944.56,2023-08-23
11875,2023-01-23,4011.39,2022-09-28
11876,2021-05-31,4654.77,2021-01-29
11877,2023-05-29,3739.55,2022-10-30
11878,2022-09-17,4575.04,2022-03-21
11879,2021-06-29,2529.97,2023-06-02
11880,2022-08-22,1709.91,2022-08-28
11881,2021-06-21,3385.45,2023-10-24
11882,2022-01-16,1394.85,2022-09-15
11883,2022-03-04,1405.60,2021-11-12
11884,2021-01-15,2465.79,2021-02-25
11885,2021-06-18,1972.07,2022-05-26
11886,2023-12-27,3826.05,2022-08-15
11887,2022-08-20,2001.40,2022-09-22
11888,2022-02-23,-888.97,2022-04-21
11889,2023-03-27,2713.07,2023-05-25
11890,2022-07-13,748.70,2022-08-25
11891,2022-12-01,1023.47,2021-12-06
11892,2021-05-17,1757.10,2023-06-24
11893,2021-03-17,3114.86,2023-03-29
11894,2023-10-25,46.61,2022-10-13
11895,2023-11-23,4942.59,2022-06-18
11896,2023-12-19,2215.06,2022-12-28
11897,2022-04-21,-418.29,2021-06-22
11898,2021-03-18,1380.06,2022-12-02
11899,2022-07-03,4264.37,2023-09-18
11900,2023-10-12,3032.04,2021-11-18
11901,2021-06-03,1103.81,2021-12-27
11902,2022-04-07,4963.66,2022-09-30
11903,2021-03-01,144.80,2021-01-04
11904,2023-01-19,1496.68,2021-09-19
11905,2023-02-04,205.65,2021-05-09
11906,2022-08-28,4121.35,2023-07-17
11907,2021-02-15,530.97,2023-04-28
11908,2022-09-17,270.03,2023-12-18
11909,2023-06-04,3263.02,2021-12-13
11910,2021-04-03,1013.54,2022-05-18
11911,2021-06-29,4114.57,2023-03-06
11912,2022-01-01,920.61,2022-05-06
11913,2021-12-27,3472.29,2022-07-20
11914,2022-03-27,4876.99,2023-04-14
11915,2022-09-08,-57.33,2021-03-02
11916,2022-10-10,312.82,2022-08-02
11917,2023-12-14,3508.31,2023-11-21
11918,2023-03-25,377.65,2023-11-15
11919,2023-11-19,2775.48,2023-04-02
11920,2022-02-07,2351.92,2022-08-27
11921,2022-05-14,1.02,2021-07-29
11922,2023-05-20,4585.41,2021-04-07
11923,2021-09-11,4917.41,2023-03-20
11924,2023-09-05,567.24,2023-07-14
11925,2022-05-30,4882.93,2023-09-09
11926,2022-09-15,369.82,2022-03-21
11927,2023-01-21,2123.42,2023-02-03
11928,2023-06-26,4637.86,2022-03-08
11929,2022-02-01,-423.12,2023-10-21
11930,2021-10-04,161.44,2022-01-03
11931,2023-01-21,3617.51,2022-11-06
11932,2021-11-03,-398.83,2023-10-03
11933,2022-12-15,-605.21,2022-01-05
11934,2022-11-19,-65.67,2023-04-25
11935,2022-04-29,4027.82,2022-07-20
11936,2023-05-25,-383.81,2023-02-08
11937,2022-11-05,4760.34,2021-07-04
11938,2021-01-06,1292.75,2021-09-27
11939,2023-04-07,4063.63,2021-08-15
11940,2021-02-21,3470.63,2023-03-23
11941,2021-01-14,3117.31,2022-04-22
11942,2023-01-09,3094.83,2022-10-14
11943,2023-04-13,2383.19,2022-09-22
11944,2021-02-24,1899.83,2021-03-13
11945,2023-05-22,4062.14,2021-09-05
11946,2021-06-21,2857.89,2021-09-22
11947,2023-08-02,4838.32,2023-02-12
11948,2022-01-18,-506.75,2021-09-06
11949,2022-03-25,1962.51,2022-12-14
11950,2021-01-08,-154.46,2023-03-11
11951,2023-08-07,4154.15,2022-10-27
11952,2021-02-13,2638.38,2022-11-25
11953,2022-02-25,3756.59,2022-12-08
11954,2023-03-24,3012.75,2021-01-22
11955,2022-06-18,2381.24,2022-06-17
11956,2021-11-14,2145.49,2022-09-18
11957,2023-12-29,1086.57,2022-11-29
11958,2023-04-12,4087.28,2023-04-09
11959,2023-06-07,3471.75,2023-02-24
11960,2023-05-09,-611.52,2022-08-16
11961,2021-11-29,2633.09,2023-05-18
11962,2023-03-08,32.84,2022-04-05
11963,2023-01-08,1905.17,2022-01-10
11964,2021-02-13,775.98,2021-02-20
11965,2023-05-24,3037.34,2021-10-24
11966,2022-01-26,4034.68,2021-04-01
11967,2023-05-19,219.44,2022-03-10
11968,2021-01-23,-791.59,2023-10-01
11969,2022-04-16,617.88,2021-01-17
11970,2023-02-09,881.13,2021-05-23
11971,2023-11-25,2406.21,2021-10-25
11972,2023-04-07,1738.73,2023-02-24
11973,2022-04-27,3938.87,2023-08-16
11974,2021-11-27,3860.66,2022-04-19
11975,2023-10-06,4372.28,2023-05-08
11976,2023-05-27,1563.12,2022-03-30
11977,2023-04-13,2638.62,2023-03-21
11978,2023-12-10,3344.81,2021-12-17
11979,2021-08-07,-8.75,2022-03-21
11980,2023-08-28,1910.53,2023-08-26
11981,2022-10-26,1027.28,2023-06-13
11982,2022-10-08,1984.92,2023-01-20
11983,2021-07-22,2008.52,2021-02-06
11984,2021-11-10,1294.27,2023-02-28
